ManufacturerProductNumber,SeriesName,ManufacturerName,DatasheetUrl,PhotoUrl,ProductStatus,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Core Processor,Number of Cores/Bus Width,Speed,RAM Controllers,Ethernet,Voltage - I/O
DEV-15583,i.MX,SparkFun Electronics,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/329/DEV-15583_Web.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/57/DEV-15583.JPG,Active,,Fixed,,,ARM® Cortex®-M7,,,,,
MCIMX287CVM4B,i.MX28,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX28CEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1302/375%3B98ASA00855D%3B%3B289.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM926EJ-S,"1 Core, 32-Bit",454MHz,"LVDDR, LVDDR2, DDR2",10/100Mbps (1),"1.8V, 3.3V"
AM4377BZDNA100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam4376,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/655/AM3505AZCN.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,491-LFBGA,491-NFBGA (17x17),ARM® Cortex®-A9,"1 Core, 32-Bit",1.0GHz,"LPDDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
OMAPL138EZWTA3R,OMAP-L1x,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fomap-l138,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,361-LFBGA,361-NFBGA (16x16),ARM926EJ-S,"1 Core, 32-Bit",375MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
OMAPL138EZWT4,OMAP-L1x,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fomap-l138,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg,Active,0°C ~ 90°C (TJ),Surface Mount,361-LFBGA,361-NFBGA (16x16),ARM926EJ-S,"1 Core, 32-Bit",456MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
AM4379BZDNA100,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam4376,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/655/AM3505AZCN.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,491-LFBGA,491-NFBGA (17x17),ARM® Cortex®-A9,"1 Core, 32-Bit",1.0GHz,"LPDDR2, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
AM3517AZCN,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3517,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/655/AM3517AZCN.jpg,Active,0°C ~ 90°C (TJ),Surface Mount,491-LFBGA,491-NFBGA (17x17),ARM® Cortex®-A8,"1 Core, 32-Bit",600MHz,"LPDDR, DDR2",10/100Mbps (1),"1.8V, 3.3V"
MCIMX7D3EVK10SD,i.MX7D,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX7DCEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1211/375%3B-98ASA00728D%3B-VM%3B-541.jpg,Active,-20°C ~ 105°C (TJ),Surface Mount,488-TFBGA,488-TFBGA (12x12),"ARM® Cortex®-A7, ARM® Cortex®-M4","2 Core, 32-Bit",1.0GHz,"LPDDR2, LPDDR3, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
AM3703CUSA,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam3715,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/423-FCBGA-CUS.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,"423-LFBGA, FCBGA",423-FCBGA (16x16),ARM® Cortex®-A8,"1 Core, 32-Bit",800MHz,SDRAM,-,1.8V
OMAPL138EZWTA3,OMAP-L1x,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fomap-l138,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,361-LFBGA,361-NFBGA (16x16),ARM926EJ-S,"1 Core, 32-Bit",375MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
DEV-16771,i.MX,SparkFun Electronics,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/497/DEV-16771_Web.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/497/MFG_DEV-16771.jpg,Active,,Fixed,,,ARM® Cortex®-M7,,,,,
SM502GX08LF02-AC,-,"Silicon Motion, Inc.",//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/778/SM502_PB_8-1-08.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/315/MFG__SM502.jpg,Active,0°C ~ 70°C,Surface Mount,297-LFBGA,297-BGA (19x19),SM502,1 Core,240MHz,SDR,-,-
MIMX8MN6DVTJZAA,i.MX8MN,NXP USA Inc.,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg,Active,0°C ~ 95°C (TJ),Surface Mount,"486-LFBGA, FCBGA",486-LFBGA (14x14),ARM® Cortex®-A53,"4 Core, 64-Bit",1.5GHz,"DDR3L, DDR4, LPDDR4",GbE,-
R7S721000VCFP#AA1,RZ/A1H,Renesas Electronics Corporation,https://www.renesas.com/us/en/document/mah/rza1h-group-rza1m-group-users-manual-hardware,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1911/559%3B-PLQP0256LB-A%3B-%3B-256.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,256-LQFP,256-LQFP (28x28),ARM® Cortex®-A9,"1 Core, 32-Bit",400MHz,"SDRAM, SRAM","10/100Mbps (1), 100Mbps (1)","1.2V, 3.3V"
MCIMX357CJQ5CR2,i.MX35,NXP USA Inc.,https://www.nxp.com/,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/400-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,400-LFBGA,400-LFBGA (17x17),ARM1136JF-S,"1 Core, 32-Bit",532MHz,"LPDDR, DDR2",10/100Mbps (1),"1.8V, 2.0V, 2.5V, 2.7V, 3.0V, 3.3V"
R7S721001VCBG#AC1,RZ/A1H,Renesas Electronics Corporation,https://www.renesas.com/us/en/document/mah/rza1h-group-rza1m-group-users-manual-hardware,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1074/559%7EPRBG0324GA-A%7E%7E324.JPG,Active,-40°C ~ 85°C (TA),Surface Mount,324-FBGA,324-FBGA (19x19),ARM® Cortex®-A9,"1 Core, 32-Bit",400MHz,"SDRAM, SRAM","10/100Mbps (1), 100Mbps (1)","1.2V, 3.3V"
OMAPL138EZWTD4,OMAP-L1x,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fomap-l138,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/416/361-PBGA-ZWT.jpg,Active,-40°C ~ 90°C (TJ),Surface Mount,361-LFBGA,361-NFBGA (16x16),ARM926EJ-S,"1 Core, 32-Bit",456MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
MCIMX7D5EVM10SD,i.MX7D,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX7DCEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1211/375%3B-98ASA00728D%3B-VM%3B-541.jpg,Active,-20°C ~ 105°C (TJ),Surface Mount,541-LFBGA,541-MAPBGA (19x19),"ARM® Cortex®-A7, ARM® Cortex®-M4","2 Core, 32-Bit",1.0GHz,"LPDDR2, LPDDR3, DDR3, DDR3L",10/100/1000Mbps (2),"1.8V, 3.3V"
MC-10105F1-821-FNA-M1-A,-,Renesas Electronics Corporation,https://www.renesas.com/us/en/document/dst/tps-1-datasheet-rev107,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/850/559%3BP196F1-100-FNA%3B%3B196.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,196-BGA,196-BGA (15x15),ARM,,,,,
MCIMX27VOP4A,i.MX27,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/MCIMX27EC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/11/MCIMX27VJP4A.JPG,Not For New Designs,-20°C ~ 85°C (TA),Surface Mount,404-LFBGA,404-LFBGA (17x17),ARM926EJ-S,"1 Core, 32-Bit",400MHz,DDR,10/100Mbps (1),"2.0V, 2.5V, 2.7V, 3.0V"
MIMX8MM6DVTLZAA,i.MX8MM,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX8MMCEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg,Active,0°C ~ 95°C (TJ),Surface Mount,"486-LFBGA, FCBGA",486-LFBGA (14x14),ARM® Cortex®-A53,"4 Core, 64-Bit",1.8GHz,"DDR3L, DDR4, LPDDR4",GbE,-
MIMX8MM6CVTKZAA,i.MX8MM,NXP USA Inc.,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/307/i.MX8M_Mini_Appl_Processor.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,"486-LFBGA, FCBGA",486-LFBGA (14x14),ARM® Cortex®-A53,"4 Core, 64-Bit",1.6GHz,"DDR3L, DDR4, LPDDR4",GbE,-
MCIMX6S5DVM10AB,i.MX6S,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6SDLCEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg,Not For New Designs,0°C ~ 95°C (TJ),Surface Mount,624-LFBGA,624-MAPBGA (21x21),ARM® Cortex®-A9,"1 Core, 32-Bit",1.0GHz,"LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 2.8V, 3.3V"
MCIMX6X4AVM08AC,i.MX6SX,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6SXAEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/529-FBGA.jpg,Active,-40°C ~ 125°C (TJ),Surface Mount,529-LFBGA,529-MAPBGA (19x19),"ARM® Cortex®-A9, ARM® Cortex®-M4","2 Core, 32-Bit","200MHz, 800MHz","LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 2.8V, 3.15V"
MCIMX6X4EVM10AB,i.MX6SX,NXP USA Inc.,https://www.nxp.com/docs/en/supporting-information/DWF13_AMF_CON_T0060.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/529-FBGA.jpg,Active,-20°C ~ 105°C (TJ),Surface Mount,529-LFBGA,529-MAPBGA (19x19),"ARM® Cortex®-A9, ARM® Cortex®-M4","2 Core, 32-Bit","227MHz, 1GHz","LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 2.8V, 3.15V"
MCIMX6X4EVM10AC,i.MX6SX,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6SXCEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/12/529-FBGA.jpg,Active,-20°C ~ 105°C (TJ),Surface Mount,529-LFBGA,529-MAPBGA (19x19),"ARM® Cortex®-A9, ARM® Cortex®-M4","2 Core, 32-Bit","227MHz, 1GHz","LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (2),"1.8V, 2.5V, 2.8V, 3.15V"
MIMX8MM5CVTKZAA,i.MX8MM,NXP USA Inc.,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/307/i.MX8M_Mini_Appl_Processor.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/312/MFG_MIMX8MMXXVTXZAA.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,"486-LFBGA, FCBGA",486-LFBGA (14x14),ARM® Cortex®-A53,"4 Core, 64-Bit",1.6GHz,"DDR3L, DDR4, LPDDR4",GbE,-
MCIMX6S5EVM10AD,i.MX6S,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6SDLCEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg,Active,-20°C ~ 105°C (TJ),Surface Mount,624-LFBGA,624-MAPBGA (21x21),ARM® Cortex®-A9,"1 Core, 32-Bit",1GHz,"LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 2.8V, 3.3V"
MVF61NS151CMK50,"Vybrid, VF6xx",NXP USA Inc.,http://www.nxp.com/docs/en/data-sheet/VYBRIDFSERIESEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/828/375%3B-2254-01%3B-MK%3B-364.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,364-LFBGA,364-LFBGA (17x17),ARM® Cortex®-A5 + Cortex®-M4,"2 Core, 32-Bit","500MHz, 167MHz","LPDDR2, DDR3, DRAM",10/100Mbps (2),3.3V
MCIMX6S7CVM08AC,i.MX6S,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6SDLIEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg,Active,-40°C ~ 105°C (TA),Surface Mount,624-LFBGA,624-MAPBGA (21x21),ARM® Cortex®-A9,"1 Core, 32-Bit",800MHz,"LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 2.8V, 3.3V"
MCIMX6S7CVM08AB,i.MX6S,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6SDLIEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg,Not For New Designs,-40°C ~ 105°C (TA),Surface Mount,624-LFBGA,624-MAPBGA (21x21),ARM® Cortex®-A9,"1 Core, 32-Bit",800MHz,"LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 2.8V, 3.3V"
102010027,Sitara™,"Seeed Technology Co., Ltd",//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1062/BeagleBone_Green_Web.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2087/MFG_102010027.jpg,Active,,Fixed,,,ARM® Cortex®-A8,,,,,
SCM-20260N-C,-,"GHI Electronics, LLC",//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4886/SITCore_System_on_Modules_Web.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4842/SCM-20260N-C.jpg,Active,-40°C ~ 85°C,,,,SITCore,,480MHz,,,
ATSAMA5D27-SOM1,-,Microchip Technology,https://ww1.microchip.com/downloads/en/DeviceDoc/SAMA5D27-SOM1-Data-Sheet-DS60001521D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/862/MFG_ATSAMA5D27-SOM1.jpg,Active,-40°C ~ 85°C (TA),,,,ARM® Cortex®-A5,,500MHz,,,
BS2-IC,BASIC Stamp®,Parallax Inc.,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1150/BS2-IC.jpg,Active,0°C ~ 70°C,,,,PIC16C57C,,20MHz,,,
SM750KE160000-AC,LynxExp,"Silicon Motion, Inc.",https://www.siliconmotion.com/download/3PS/a/SM750_PB_EN_201910.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/315/MFG_SM750.jpg,Active,-40°C ~ 85°C,Surface Mount,265-LFBGA,265-BGA (17x17),LynxExpress,1 Core,300MHz,DDR,-,-
102110420,Sitara™,BeagleBoard by Seeed Studio,https://github.com/beagleboard/beaglebone-black/wiki/System-Reference-Manual,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/491/MFG_102110420.jpg,Active,,Fixed,,,ARM® Cortex®-A8,,,,,
MCIMX6U1AVM08AC,i.MX6DL,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6SDLAEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1803/375%3B-98ASA00830D%3B-%3B-624.jpg,Active,-40°C ~ 125°C (TJ),Surface Mount,624-LFBGA,624-MAPBGA (21x21),ARM® Cortex®-A9,"2 Core, 32-Bit",800MHz,"LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 2.8V, 3.3V"
XP1001000-05R,XPort®,"Lantronix, Inc.",https://www.lantronix.com/wp-content/uploads/pdf/XPort_UG.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2087/XP1001000-05R.jpg,Active,-40°C ~ 85°C,,,,DSTni-EX,,25MHz,,,
SM768GE0B0000-AB,-,"Silicon Motion, Inc.",https://www.siliconmotion.com/download/3PR/a/SM768_PB_EN.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/315/MFG_SM768.jpg,Active,-40°C ~ 85°C,Surface Mount,300-BGA,300-BGA (17x17),GPU,1 Core,340MHz,DDR3,-,-
XP1002000-05R,XPort®,"Lantronix, Inc.",https://www.lantronix.com/wp-content/uploads/pdf/XPort_UG.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2138/XP1002000-05R.JPG,Active,-40°C ~ 85°C,,,,DSTni-EX,,25MHz,,,
20-101-1318,MiniCore RCM6700,Digi,https://www.digi.com/resources/library/data-sheets/ds_rcm6700,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1285/MFG_20-101-1318.jpg,Not For New Designs,-40°C ~ 85°C,,,,Rabbit 6000,,162.5MHz,,,
XPP1004000-02R,XPort® Pro,"Lantronix, Inc.",,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2097/XPP100400S-02R.jpg,Not For New Designs,-40°C ~ 85°C,,,,IPv6,,-,,,
LS1021ASN7KQB,QorIQ® Layerscape,NXP USA Inc.,https://www.nxp.com/docs/en/fact-sheet/LS1021AFS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/44/568%3B-SOT1655-1%3B-NB%3B-25.jpg,Active,0°C ~ 105°C,Surface Mount,"525-FBGA, FCBGA",525-FCPBGA (19x19),ARM® Cortex®-A7,"2 Core, 32-Bit",1.0GHz,"DDR3L, DDR4",GbE (3),-
OSD3358-512M-BSM,OSD335x,Octavo Systems LLC,https://octavosystems.com/docs/osd335x-sm-datasheet/,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2519/MFG_OSD3358-512M-BSM.jpg,Active,0°C ~ 85°C,,,,"ARM® Cortex®-A8, AM3358",,1GHz,,,
MIMX8ML8CVNKZAB,i.MX8ML,NXP USA Inc.,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5783/i.MX%208M%20Plus.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3977/MFG_i.MX-8M-Plus.JPG,Active,-40°C ~ 105°C (TJ),Surface Mount,548-LFBGA,548-LFBGA (15x15),ARM® Cortex®-A53,"4 Core, 64-Bit",1.6GHz,"DDR4, LPDDR4",GbE (2),-
LS1021ASE7KQB,QorIQ® Layerscape,NXP USA Inc.,https://www.nxp.com/docs/en/fact-sheet/LS1021AFS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/44/568%3B-SOT1655-1%3B-NB%3B-25.jpg,Active,0°C ~ 105°C,Surface Mount,"525-FBGA, FCBGA",525-FCPBGA (19x19),ARM® Cortex®-A7,"2 Core, 32-Bit",1.0GHz,"DDR3L, DDR4",GbE (3),-
102110423,Sitara™,BeagleBoard by Seeed Studio,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/486/102110423.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2612/102110423.jpg,Active,,Fixed,,,ARM® Cortex®-A8,,,,,
XPP1002000-02R,XPort® Pro,"Lantronix, Inc.",https://www.lantronix.com/wp-content/uploads/pdf/XPort-Pro_PB.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2138/XP1002000-05R.JPG,Not For New Designs,-40°C ~ 85°C,,,,IPv6,,-,,,
XPP1003000-04R,XPort® Pro,"Lantronix, Inc.",https://www.lantronix.com/wp-content/uploads/pdf/XPort-Pro_PB.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2087/XP1001000-05R.jpg,Not For New Designs,-40°C ~ 85°C,,,,IPv6,,-,,,
DC-ME-Y402-S-UPW,Digi Connect ME®,Digi,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5351/Digi_Connect_ME_9210.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5972/DC-ME-Y402-S-UPW.jpg,Active,-40°C ~ 80°C,,,,"ARM926EJ-S, NS9210",,75MHz,,,
AM5728BABCX,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam5726,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/296%3B-4218192-2%3B-ABC%3B-760.jpg,Active,0°C ~ 90°C (TJ),Surface Mount,"760-BFBGA, FCBGA",760-FCBGA (23x23),ARM® Cortex®-A15,"2 Core, 32-Bit",1.5GHz,"DDR3, SRAM",GbE,"1.8V, 3.3V"
OSD32MP157C-512M-BAA,OSD32MP15x,Octavo Systems LLC,https://octavosystems.com/docs/osd32mp15x-datasheet/,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/333/MFG_OSD32MP157C-512M-BAA-ES.jpg,Active,0°C ~ 85°C,,,,"Arm® Dual Cortex®-A7, Arm® Cortex®-M4",,"650MHz, 209MHz",,,
20-101-0453,RabbitCore RCM2300,Digi,http://ftp1.digi.com/support/documentation/0190101_d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3975/MFG_101-0453.jpg,Not For New Designs,-40°C ~ 85°C,,,,Rabbit 2000,,22.1MHz,,,
MPC5200CVR400BR2,MPC52xx,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/MPC5200BDS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2595/ZDP-272-BGA%20Pkg.jpg,Not For New Designs,-40°C ~ 85°C (TA),Surface Mount,272-BBGA,272-PBGA (27x27),PowerPC e300,"1 Core, 32-Bit",400MHz,,10/100Mbps (1),"2.5V, 3.3V"
MPC5200CVR400B,MPC52xx,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/MPC5200BDS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2595/ZDP-272-BGA%20Pkg.jpg,Not For New Designs,-40°C ~ 85°C (TA),Surface Mount,272-BBGA,272-PBGA (27x27),PowerPC e300,"1 Core, 32-Bit",400MHz,"DDR, SDRAM",10/100Mbps (1),"2.5V, 3.3V"
XPP100200S-02R,XPort® Pro,"Lantronix, Inc.",https://www.lantronix.com/wp-content/uploads/pdf/XPort-Pro_PB.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2108/XPP100200S-02R.JPG,Not For New Designs,-40°C ~ 85°C,,,,IPv6,,-,,,
OSD3358-512M-ISM,OSD335x,Octavo Systems LLC,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/778/OSd335x-Software-PwrMgmt.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/758/MFG_OSD3358-512M-ISM.jpg,Active,-40°C ~ 85°C,,,,"ARM® Cortex®-A8, AM3358",,1GHz,,,
OSD3358-512M-BCB,OSD335x,Octavo Systems LLC,https://octavosystems.com/docs/osd335x-c-sip-datasheet/,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/574/MFG_OSD3358-512M-xCB.jpg,Active,0°C ~ 85°C,,,,"ARM® Cortex®-A8, AM3358",,1GHz,,,
20-101-1319,MiniCore RCM6700,Digi,https://www.digi.com/resources/library/data-sheets/ds_rcm6700,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1137/MFG_20-101-1319.jpg,Not For New Designs,-40°C ~ 85°C,,,,Rabbit 6000,,162.5MHz,,,
102010048,Sitara™,"Seeed Technology Co., Ltd",//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2279/BeagleBone_Green_Wireless_Web.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1203/102010048.jpg,Active,,Fixed,,,ARM® Cortex®-A8,,,,,
MCIMX6D7CVT08AD,i.MX6D,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX6DQIEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/624-FBGA%2C%20FCBGA.jpg,Active,-40°C ~ 105°C (TA),Surface Mount,"624-FBGA, FCBGA",624-FCBGA (21x21),ARM® Cortex®-A9,"2 Core, 32-Bit",800MHz,"LPDDR2, LVDDR3, DDR3",10/100/1000Mbps (1),"1.8V, 2.5V, 2.8V, 3.3V"
BBB01-SC-505,Sitara™,"GHI Electronics, LLC",//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/536/BB-BBLK-000_Manual_RevC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/561/BBB01-SC-505.jpg,Active,,Fixed,,,ARM® Cortex®-A8,,,,,
AM5726BABCXA,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam5726,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1111/296%3B-4218192-2%3B-ABC%3B-760.jpg,Active,-40°C ~ 105°C (TJ),Surface Mount,"760-BFBGA, FCBGA",760-FCBGA (23x23),ARM® Cortex®-A15,"2 Core, 32-Bit",1.5GHz,"DDR3, SRAM",GbE,"1.8V, 3.3V"
OSD32MP157C-512M-IAA,OSD32MP15x,Octavo Systems LLC,https://octavosystems.com/docs/osd32mp15x-datasheet/,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/333/MFG_OSD32MP157C-512M-BAA-ES.jpg,Active,-40°C ~ 85°C,,,,"Arm® Dual Cortex®-A7, Arm® Cortex®-M4",,"650MHz, 209MHz",,,
OSD3358-512M-ICB,OSD335x,Octavo Systems LLC,https://octavosystems.com/docs/osd335x-c-sip-datasheet/,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/574/MFG_OSD3358-512M-xCB.jpg,Active,-40°C ~ 85°C,,,,"ARM® Cortex®-A8, AM3358",,1GHz,,,
